SRR4425681,SRR4425689,SRR4425715,SRR4425701,SRR4425700,SRR4425686,SRR4425680,SRR4425695,SRR4425678,SRR4425687,SRR4425719,SRR4425688,SRR4425667,SRR4425699,SRR4425705,SRR4425716,SRR4425713,SRR4425708,SRR4425707,SRR4425694,SRR4425690,SRR4425659,SRR4425683,SRR4425685,SRR4425668,SRR4425693,SRR4425704,SRR4425670,SRR4425662,SRR4425712,SRR4425676,SRR4425706,SRR4425677,SRR4425702,SRR4425656,SRR4425660,SRR4425718,SRR4425709,SRR4425703,SRR4425672,SRR4425673,SRR4425697,SRR4425710,SRR4425684,SRR4425666,SRR4425714,SRR4425711,SRR4425717,SRR4425671,SRR4425679,SRR4425661,SRR4425698,SRR4425669,SRR4425692,SRR4425664,SRR4425657,SRR4425675,SRR4425691,SRR4425696,SRR4425658,SRR4425682,SRR4425663,SRR4425665,SRR4425674
MEG_6106|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,626.0,0,1472297.0,13107.0,0,11121.0,2783.0,0,5324.0,0,100741.0,0,0,746.0,0,0,0,0,0,0,0,123399.0,4324.0,6786.0,0,0,13841.0,0,140924.0,183286.0,0,0,3261.0,9211.0,0,111203.0,0,0,4255.0,0,0,1129.0,642050.0,5698.0,34934.0,1132192.0,616285.0,0,0,6302.0,130275.0,458.0,0,0,42081.0,0,0,0,0,0,0,26507.0,15417.0,0
MEG_6013|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD,0,0,0,49.0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,0,0,41.0,0,0,0,0,0,0,42.0,0,0,0,0,0,0,222.0,0,0,18.0,0,8.0,46.0,100.0,0,147.0,0,0,0,0,0,8.0,1264.0,0,0,177.0,0,0,0,0,0,0,87.0,61.0,0
MEG_4738|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6582|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,4698.0,388.0,79.0,19.0,0,0,0,0,84.0,0,499.0,177.0,76.0,0,159.0,0,0,0,0,232.0,0,0,149.0,0,479.0,0,87.0,105.0,0,123.0,0,217.0,0,482.0,0,0,161.0,0,0,26.0,778.0,0,3991.0,1516.0,837.0,0,0,0,1920.0,839.0,151.0,0,5492.0,805.0,0,0,0,209.0,0,2884.0,1612.0,0
MEG_4985|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0
MEG_840|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,44.0,59.0,21.0,0,0,0,0,0,0,0,360.0,159.0,0,0,0,0,0,0,0,62.0,0,0,53.0,0,0,22.0,1452.0,0,0,0,0,281.0,0,214.0,0,0,420.0,0,0,232.0,70.0,0,1005.0,583.0,323.0,0,0,0,1026.0,1182.0,131.0,0,1292.0,0,0,0,0,0,0,864.0,453.0,0
MEG_37|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5831|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,0,0,12393.0,4624.0,243.0,19.0,0,0,9.0,0,720.0,0,16905.0,906.0,3539.0,7.0,227.0,0,0,10.0,0,725.0,5.0,6.0,4399.0,0,2859.0,1016.0,6164.0,1127.0,0,558.0,11.0,14837.0,9.0,1037.0,146.0,0,7634.0,0,0,1391.0,6768.0,16.0,58517.0,19979.0,23110.0,0,0,12.0,2832.0,4177.0,4121.0,0,72970.0,2553.0,0,0,3.0,80.0,0,38466.0,21778.0,0
MEG_7627|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,0,0,30093.0,2021.0,100.0,44.0,70.0,0,0,0,29.0,0,20.0,796.0,61.0,0,20.0,0,0,0,0,1783.0,15.0,254.0,0,0,2863.0,60.0,2028.0,21.0,20.0,0,35.0,12958.0,0,2771.0,0,0,8588.0,0,0,1304.0,9620.0,140.0,0,190858.0,57038.0,0,0,64.0,2140.0,573.0,0,0,31.0,0,0,0,0,0,0,0,0,0
MEG_3964|Drugs|betalactams|Class_C_betalactamases|MIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,0,0,0,0,0,0,0
MEG_1464|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,0,0
MEG_3619|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,0,0,0,0,203.0,0,0,0,0,0,0,0,1623.0,46.0,0,0,0,0,0,0,0,325.0,0,0,590.0,0,0,192.0,528.0,0,0,0,0,0,0,128.0,0,0,0,49.0,0,254.0,0,0,43398.0,0,0,0,0,0,403.0,887.0,634.0,51.0,56416.0,0,0,0,0,0,0,31511.0,17927.0,0
MEG_365|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,94.0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455.0,0,0,0,0,0,0,0,23.0,0,490.0,0,0,0,0,0,0,360.0,156.0,0
MEG_2492|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,0,0,0,0,0,0,0,0,0,59.0,0,0,0,0,0,0,29.0,0,0
MEG_689|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,0,0,0,0,0,0,49.0,35.0,0
MEG_7160|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,716.0,70.0,51507.0,14103.0,23241.0,112.0,0,263.0,110.0,322.0,136588.0,141.0,2738.0,22894.0,83939.0,0,480044.0,387.0,490.0,0,399.0,168397.0,121.0,0,672.0,279.0,5957.0,315.0,168236.0,254001.0,925.0,27666.0,74.0,24321.0,0,141376.0,194363.0,761.0,5441.0,0,814.0,125592.0,61231.0,0,21946.0,30984.0,11543.0,0,0,63.0,114493.0,40058.0,1113.0,0,24242.0,23789.0,632.0,0,632.0,10757.0,744.0,13681.0,8631.0,632.0
MEG_6654|Metals|Copper_resistance|Copper_resistance_protein|TCRZ,10.0,0,451.0,1477.0,0,535.0,590.0,0,550.0,0,0,0,30.0,17.0,0,4.0,0,3.0,0,0,0,59.0,447.0,894.0,10.0,3.0,1569.0,0,0,0,19.0,0,443.0,2154.0,8.0,18.0,26.0,0,993.0,0,37.0,53.0,1542.0,1158.0,58.0,2053.0,3682.0,0,0,624.0,0,89.0,25.0,9.0,0,0,0,0,6.0,0,13.0,0,0,6.0
MEG_1864|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1797|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2802|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0,0,50454.0,3715.0,210.0,212.0,208.0,0,0,0,1013.0,0,90.0,555.0,0,0,1294.0,0,0,0,0,49633.0,179.0,0,0,0,1795.0,23.0,43506.0,1346.0,0,0,92.0,4011.0,0,35972.0,1913.0,0,2334.0,0,0,3041.0,99311.0,238.0,11713.0,144824.0,87692.0,0,0,0,38824.0,797.0,49.0,0,12787.0,0,0,0,0,0,0,6878.0,3616.0,0
MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,104.0,0,122623.0,24483.0,9891.0,527.0,105.0,51.0,229.0,0,8701.0,0,142.0,8399.0,2794.0,0,21743.0,0,136.0,0,0,105248.0,142.0,79.0,87.0,926.0,26404.0,0,94212.0,6284.0,100.0,11155.0,47.0,11098.0,0,64090.0,10542.0,154.0,8100.0,0,176.0,37901.0,85170.0,134.0,1351.0,63751.0,63533.0,0,0,308.0,85495.0,20261.0,96.0,0,1704.0,9934.0,110.0,0,100.0,43379.0,163.0,766.0,678.0,67.0
MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,87.0,0,68335.0,19337.0,10114.0,404.0,69.0,49.0,300.0,0,4547.0,0,71.0,5847.0,2718.0,0,11379.0,0,40.0,0,0,38403.0,178.0,98.0,67.0,464.0,14010.0,102.0,41518.0,3564.0,45.0,10534.0,87.0,23014.0,0,32800.0,4257.0,89.0,9813.0,0,81.0,12001.0,60436.0,297.0,736.0,44441.0,98743.0,0,0,219.0,43554.0,15800.0,72.0,0,784.0,3596.0,56.0,0,44.0,22659.0,52.0,536.0,355.0,31.0
MEG_6859|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7540|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,60.0,0,0,0,0,0,370.0,246.0,0,0,46.0,0,0,0,0,0,0,0,0,0
MEG_4180|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568.0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_745|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,0,218.0,0,0,0,0,180.0,0,0,0,35.0,0,0,177.0,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3500|Drugs|betalactams|Class_A_betalactamases|KPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0
MEG_3516|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNO,0,0,62054.0,0,0,446.0,0,0,0,0,0,0,64.0,146.0,0,0,0,0,0,0,0,23791.0,0,0,0,0,890.0,0,23093.0,0,0,0,0,0,0,17650.0,2604.0,0,0,0,0,1067.0,35674.0,0,1968.0,24208.0,42222.0,0,0,0,34160.0,0,31.0,0,2505.0,0,0,0,0,0,0,1193.0,1136.0,0
MEG_4101|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14260.0,0
MEG_6635|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,5790.0,2871.0,139.0,14.0,20.0,0,0,0,205.0,0,4209.0,232.0,811.0,0,58.0,0,0,0,0,449.0,0,35.0,1136.0,0,1313.0,367.0,2337.0,452.0,0,116.0,0,21838.0,0,455.0,53.0,0,11738.0,0,0,292.0,6264.0,36.0,26438.0,27145.0,20449.0,0,0,0,1039.0,1120.0,1185.0,0,33749.0,532.0,0,0,0,27.0,0,19375.0,9256.0,0
MEG_853|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,0,0,0,0,43.0,190.0,0,0,75.0,0,0,0,0,0,0,0,0,0
MEG_7647|Drugs|betalactams|Class_A_betalactamases|VEB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0,0,0,52.0,0,0
MEG_772|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,3205.0,1160.0,521.0,0,0,0,0,0,162.0,0,658.0,558.0,457.0,0,58.0,0,0,0,0,1717.0,0,0,130.0,0,821.0,64.0,2822.0,322.0,0,25.0,0,2404.0,0,1406.0,116.0,0,730.0,0,0,616.0,1879.0,0,1768.0,5200.0,5487.0,0,0,0,4484.0,3249.0,156.0,0,2027.0,70.0,0,0,0,617.0,0,1236.0,662.0,0
MEG_6673|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,393.0,204.0,181.0,0,0,0,0,0,0,0,0,0,0,0,158.0,0,0,0,0,350.0,0,0,0,0,49.0,0,476.0,0,0,167.0,0,34.0,0,185.0,0,0,128.0,0,0,66.0,675.0,0,0,400.0,145.0,0,0,0,364.0,154.0,0,0,44.0,78.0,0,0,0,0,0,0,0,0
MEG_2092|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD,30.0,0,21567.0,260.0,41.0,205.0,42.0,42.0,86.0,0,910.0,0,0,53.0,0,0,1366.0,0,34.0,0,0,6941.0,64.0,37.0,0,262.0,306.0,0,7245.0,477.0,23.0,42.0,26.0,252.0,0,4453.0,642.0,32.0,64.0,0,31.0,187.0,9906.0,96.0,111.0,6795.0,11775.0,0,0,113.0,8335.0,94.0,0,0,164.0,41.0,28.0,0,28.0,341.0,58.0,82.0,113.0,21.0
MEG_315|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,0,0,0,0,0,0,0,0,0,127.0,0,0,0,0,0,0,57.0,0,0
MEG_2785|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,0,0,3949.0,1694.0,51.0,24.0,160.0,0,22.0,20.0,1784.0,0,0,285.0,15459.0,0,3680.0,72.0,0,0,0,1828.0,0,123.0,0,27.0,1300.0,19.0,1084.0,9120.0,15.0,855.0,45.0,11105.0,0,954.0,1844.0,30.0,8896.0,0,18.0,1002.0,5367.0,102.0,78.0,45165.0,37252.0,0,0,29.0,490.0,1738.0,9.0,0,90.0,401.0,0,0,0,299.0,0,30.0,68.0,0
MEG_1891|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7474|Drugs|Glycopeptides|VanC-type_regulator|VANRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,0,0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1275|Drugs|betalactams|Class_C_betalactamases|BLAEC,51.0,0,9977.0,6579.0,632.0,0,0,121.0,44.0,0,0,0,0,4758.0,0,0,924.0,0,0,0,0,2063.0,0,0,23.0,39.0,3113.0,0,2862.0,393.0,29.0,0,26.0,6860.0,0,22942.0,553.0,0,2127.0,0,111.0,1248.0,11309.0,71.0,244.0,13253.0,26847.0,0,0,0,80050.0,26068.0,0,0,212.0,0,0,0,0,2032.0,0,134.0,95.0,0
MEG_6837|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,634.0,761.0,717.0,0,0,0,0,0,68.0,0,0,86.0,0,0,519.0,0,0,0,0,690.0,0,0,0,0,123.0,0,1557.0,0,0,696.0,0,175.0,0,442.0,0,0,270.0,0,0,148.0,1677.0,0,46.0,876.0,357.0,0,0,0,944.0,579.0,0,0,89.0,317.0,0,0,0,0,0,0,37.0,0
MEG_7423|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2088|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORB,101.0,0,22557.0,458.0,65.0,541.0,59.0,87.0,245.0,0,1395.0,0,0,77.0,0,0,2650.0,0,75.0,0,0,12204.0,168.0,91.0,0,613.0,480.0,0,12012.0,887.0,45.0,100.0,70.0,144.0,0,8130.0,1376.0,115.0,136.0,0,88.0,303.0,17500.0,242.0,395.0,9768.0,19031.0,0,0,252.0,13667.0,57.0,0,0,464.0,70.0,67.0,0,78.0,621.0,145.0,0,226.0,40.0
MEG_2486|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1660|Drugs|betalactams|Class_B_betalactamases|CFIA,0,0,376.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_881|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3644|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0,0,180.0,126.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,0,0,0,0,0,0,0,0,519.0,0,0,114.0,0,0,0,256.0,0,130.0,525.0,249.0,0,0,0,0,84.0,0,0,139.0,0,0,0,0,0,0,0,0,0
MEG_3515|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNF,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,271.0,49.0,0,0,0,0,0,0,0,0,174.0,0,0,0,0,0,0,0,222.0,0
MEG_7218|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1244.0,104.0,121073.0,33452.0,75543.0,334.0,144.0,532.0,308.0,370.0,163449.0,105.0,3018.0,56844.0,80550.0,0,299074.0,329.0,603.0,0,405.0,368339.0,496.0,216.0,1003.0,356.0,8859.0,524.0,420390.0,283793.0,2080.0,28436.0,217.0,70095.0,0,317006.0,155881.0,591.0,23922.0,0,2006.0,191935.0,155691.0,60.0,13872.0,136557.0,43196.0,0,0,142.0,260663.0,102177.0,1500.0,0,16469.0,32082.0,1940.0,0,1403.0,12728.0,1519.0,9785.0,5729.0,1604.0
MEG_7107|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,24797.0,0,0,0,0,0,0,0,8950.0,0,0,0,2665.0,0,20993.0,0,0,0,0,4398.0,0,42.0,108.0,0,2132.0,0,2910.0,21634.0,0,554.0,0,1588.0,0,2742.0,8663.0,0,673.0,0,0,567.0,16474.0,0,16972.0,42524.0,27140.0,0,0,0,4873.0,1674.0,99.0,0,19943.0,365.0,0,0,0,0,0,10541.0,7077.0,0
MEG_1831|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6627|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,7017.0,702.0,152.0,39.0,0,0,0,0,94.0,0,1103.0,265.0,312.0,0,391.0,0,0,0,0,498.0,0,0,285.0,0,943.0,78.0,227.0,364.0,0,265.0,0,504.0,0,801.0,195.0,0,301.0,0,0,82.0,1409.0,0,7391.0,2809.0,1566.0,0,0,0,4332.0,1572.0,407.0,0,9923.0,319.0,0,0,0,463.0,0,5265.0,2938.0,0
MEG_307|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.0,0,0,0,0,0,0,0,0,0,245.0,0,0,0,0,0,0,148.0,139.0,0
MEG_2625|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,12.0,0,0,0,0,0,0,0,0,0
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,61.0,0,176.0,107.0,56.0,372.0,45.0,60.0,141.0,0,0,0,0,41.0,0,0,0,8.0,100.0,0,16.0,48.0,105.0,37.0,0,547.0,184.0,0,101.0,0,61.0,66.0,59.0,39.0,0,80.0,26.0,88.0,44.0,0,72.0,20.0,57.0,126.0,0,15.0,24.0,0,0,169.0,28.0,32.0,0,0,0,50.0,87.0,0,73.0,592.0,106.0,0,0,40.0
MEG_742|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.0,0,0,0,0,332.0,0,0,0,0,0,0,198.0,168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7133|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,11943.0,0,0,0,0,0,0,0,5026.0,0,0,0,2633.0,0,12554.0,0,0,0,0,1048.0,0,0,122.0,0,0,0,1318.0,15390.0,0,0,0,1045.0,0,1061.0,5631.0,0,0,0,0,0,8691.0,0,25834.0,22962.0,14101.0,0,0,0,1438.0,574.0,0,0,30443.0,0,0,0,0,0,0,15751.0,11486.0,0
MEG_854|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,3550.0,1557.0,415.0,0,0,0,0,0,106.0,0,329.0,616.0,260.0,0,35.0,0,0,0,0,1580.0,0,0,76.0,0,1370.0,29.0,2437.0,198.0,0,31.0,0,3712.0,0,1270.0,78.0,0,862.0,0,0,610.0,1934.0,0,746.0,4118.0,8063.0,0,0,0,4606.0,3394.0,97.0,0,807.0,44.0,0,0,0,614.0,0,553.0,316.0,0
MEG_2917|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0,0,382.0,0,0,0,0,0,0,0,829.0,0,0,0,253.0,0,1213.0,0,0,0,0,0,0,0,0,0,171.0,0,56.0,851.0,0,54.0,0,0,0,0,447.0,0,0,0,0,19.0,0,0,403.0,0,130.0,0,0,0,0,46.0,0,0,507.0,38.0,0,0,0,1054.0,0,279.0,123.0,0
MEG_1027|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,616.0,224.0,2509.0,0,0,0,0,0,1375.0,0,0,976.0,100.0,0,19758.0,0,0,0,0,13206.0,0,0,0,0,126.0,0,3900.0,3203.0,0,95.0,0,143.0,0,7525.0,7099.0,0,212.0,0,0,2649.0,550.0,0,154.0,2899.0,398.0,0,0,0,4338.0,2868.0,12.0,0,198.0,426.0,0,0,0,28.0,14.0,81.0,112.0,0
MEG_774|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,165.0,91.0,37.0,0,0,0,0,0,0,0,361.0,139.0,0,0,0,0,0,0,0,86.0,0,0,75.0,0,0,25.0,1410.0,0,0,0,0,366.0,0,250.0,0,0,362.0,0,0,215.0,151.0,0,1332.0,866.0,1032.0,0,0,0,1043.0,999.0,146.0,0,1450.0,0,0,0,0,0,0,994.0,455.0,0
MEG_6105|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,1631651.0,3915.0,0,5332.0,0,1300.0,0,0,0,0,0,3774.0,0,0,87747.0,0,0,0,0,1276566.0,0,0,0,0,5706.0,0,1284559.0,83687.0,3197.0,0,0,0,0,798574.0,48501.0,0,0,0,2172.0,20253.0,628198.0,0,207112.0,317954.0,187788.0,0,0,0,1418707.0,0,315.0,0,230554.0,0,917.0,0,2241.0,0,3683.0,149730.0,80567.0,1426.0
